FISCAL YEAR,AGENCY NAME AND NUMBER,COUNTY,EXPENDITURE CATEGORY,AMOUNT,NUMBER,AGENCY NAME
2023,746-UNIVERSITY OF TEXAS RIO GRANDE VALLEY,WILLIAMSON,OTHER EXPENDITURES,2192.67,746,UNIVERSITY OF TEXAS RIO GRANDE VALLEY
2023,753-SAM HOUSTON STATE UNIVERSITY,WILLIAMSON,OTHER EXPENDITURES,26171.76,753,SAM HOUSTON STATE UNIVERSITY
2023,754-TEXAS STATE UNIVERSITY,WILLIAMSON,OTHER EXPENDITURES,103782.65,754,TEXAS STATE UNIVERSITY
2023,757-WEST TEXAS A&M UNIVERSITY,WILLIAMSON,OTHER EXPENDITURES,2000,757,WEST TEXAS A&M UNIVERSITY
2023,760-TEXAS A&M UNIVERSITY - CORPUS CHRISTI,WILLIAMSON,OTHER EXPENDITURES,951.12,760,TEXAS A&M UNIVERSITY - CORPUS CHRISTI
2023,763-UNIV OF NORTH TX HEALTH SCI CTR FT WORTH,WILLIAMSON,OTHER EXPENDITURES,8513.76,763,UNIV OF NORTH TX HEALTH SCI CTR FT WORTH
2023,764-TEXAS A&M UNIVERSITY - TEXARKANA,WILLIAMSON,OTHER EXPENDITURES,165.71,764,TEXAS A&M UNIVERSITY - TEXARKANA
2023,770-TEXAS A&M UNIVERSITY-CENTRAL TEXAS,WILLIAMSON,OTHER EXPENDITURES,10772,770,TEXAS A&M UNIVERSITY-CENTRAL TEXAS
2023,771-TX SCHOOL F/T BLIND & VISUALLY IMPAIRED,WILLIAMSON,OTHER EXPENDITURES,108873,771,TX SCHOOL F/T BLIND & VISUALLY IMPAIRED
2023,772-TEXAS SCHOOL FOR THE DEAF,WILLIAMSON,OTHER EXPENDITURES,159934.72,772,TEXAS SCHOOL FOR THE DEAF
2023,774-TX TECH UNIV HEALTH SCIENCE CNTR EL PASO,WILLIAMSON,OTHER EXPENDITURES,23013.76,774,TX TECH UNIV HEALTH SCIENCE CNTR EL PASO
2023,781-TX HIGHER EDUCATION COORDINATING BOARD,WILLIAMSON,OTHER EXPENDITURES,749544.37,781,TX HIGHER EDUCATION COORDINATING BOARD
2023,789-LAMAR INSTITUTE OF TECHNOLOGY,WILLIAMSON,OTHER EXPENDITURES,698.69,789,LAMAR INSTITUTE OF TECHNOLOGY
2023,802-PARKS & WILDLIFE DEPARTMENT,WILLIAMSON,OTHER EXPENDITURES,437474.14,802,PARKS & WILDLIFE DEPARTMENT
2023,808-TEXAS HISTORICAL COMMISSION,WILLIAMSON,OTHER EXPENDITURES,37817.43,808,TEXAS HISTORICAL COMMISSION
2023,809-STATE PRESERVATION BOARD,WILLIAMSON,OTHER EXPENDITURES,59402.46,809,STATE PRESERVATION BOARD
2023,813-TEXAS COMMISSION ON THE ARTS,WILLIAMSON,OTHER EXPENDITURES,40500,813,TEXAS COMMISSION ON THE ARTS
2023,902-COMPTROLLER - STATE FISCAL,WILLIAMSON,OTHER EXPENDITURES,13390911.25,902,COMPTROLLER - STATE FISCAL
2023,907-CPA-ST ENERGY CONS OFC (PART OF AGY 902),WILLIAMSON,OTHER EXPENDITURES,-26937.18,907,CPA-ST ENERGY CONS OFC (PART OF AGY 902)
2023,201-SUPREME COURT,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,587.57,201,SUPREME COURT
2023,300-GOVERNOR - FISCAL,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,1512882.89,300,GOVERNOR - FISCAL
2023,302-OFFICE OF THE ATTORNEY GENERAL,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,2307420.19,302,OFFICE OF THE ATTORNEY GENERAL
2023,306-TX STATE LIBRARY AND ARCHIVES COMMISSION,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,9850.9,306,TX STATE LIBRARY AND ARCHIVES COMMISSION
2023,307-SECRETARY OF STATE,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,121758.61,307,SECRETARY OF STATE
2023,320-TEXAS WORKFORCE COMMISSION,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,122709135.63,320,TEXAS WORKFORCE COMMISSION
2023,323-TEACHER RETIREMENT SYSTEM OF TEXAS,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,10578405.56,323,TEACHER RETIREMENT SYSTEM OF TEXAS
2023,327-EMPLOYEES RETIREMENT SYSTEM OF TEXAS,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,6431382.95,327,EMPLOYEES RETIREMENT SYSTEM OF TEXAS
2023,332-TX DEPT OF HOUSING & COMMUNITY AFFAIRS,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,426908.66,332,TX DEPT OF HOUSING & COMMUNITY AFFAIRS
2023,403-TEXAS VETERANS COMMISSION,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,65673.75,403,TEXAS VETERANS COMMISSION
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,178534559.28,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,28339694.01,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,208377.37,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,542-CANCER PREVENTION & RESEARCH INST OF TX,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,4265772.7,542,CANCER PREVENTION & RESEARCH INST OF TX
2023,551-DEPARTMENT OF AGRICULTURE,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,1675471.23,551,DEPARTMENT OF AGRICULTURE
2023,575-TEXAS DIVISION OF EMERGENCY MANAGEMENT,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,-18750,575,TEXAS DIVISION OF EMERGENCY MANAGEMENT
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,11689.42,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,24045.12,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,714-UNIVERSITY OF TEXAS AT ARLINGTON,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,2000,714,UNIVERSITY OF TEXAS AT ARLINGTON
2023,731-TEXAS WOMAN'S UNIVERSITY,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,7860,731,TEXAS WOMAN'S UNIVERSITY
2023,738-UNIVERSITY OF TEXAS AT DALLAS,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,16000,738,UNIVERSITY OF TEXAS AT DALLAS
2023,752-UNIVERSITY OF NORTH TEXAS,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,55479.63,752,UNIVERSITY OF NORTH TEXAS
2023,753-SAM HOUSTON STATE UNIVERSITY,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,17276.75,753,SAM HOUSTON STATE UNIVERSITY
2023,781-TX HIGHER EDUCATION COORDINATING BOARD,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,85256,781,TX HIGHER EDUCATION COORDINATING BOARD
2023,802-PARKS & WILDLIFE DEPARTMENT,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,79549.27,802,PARKS & WILDLIFE DEPARTMENT
2023,813-TEXAS COMMISSION ON THE ARTS,WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,27897,813,TEXAS COMMISSION ON THE ARTS
2023,907-CPA-ST ENERGY CONS OFC (PART OF AGY 902),WILLIAMSON,PUBLIC ASSISTANCE PAYMENTS,10000,907,CPA-ST ENERGY CONS OFC (PART OF AGY 902)
2023,212-OFFICE OF COURT ADMINISTRATION,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,206299.73,212,OFFICE OF COURT ADMINISTRATION
2023,241-COMPTROLLER - JUDICIARY SECTION,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,780612,241,COMPTROLLER - JUDICIARY SECTION
2023,300-GOVERNOR - FISCAL,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,855293.44,300,GOVERNOR - FISCAL
2023,302-OFFICE OF THE ATTORNEY GENERAL,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,29588.27,302,OFFICE OF THE ATTORNEY GENERAL
2023,305-GENERAL LAND OFFICE,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,232018.93,305,GENERAL LAND OFFICE
2023,306-TX STATE LIBRARY AND ARCHIVES COMMISSION,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,20399.85,306,TX STATE LIBRARY AND ARCHIVES COMMISSION
2023,307-SECRETARY OF STATE,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,38621,307,SECRETARY OF STATE
2023,332-TX DEPT OF HOUSING & COMMUNITY AFFAIRS,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,2136807.36,332,TX DEPT OF HOUSING & COMMUNITY AFFAIRS
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,1374992.55,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,3018131.06,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,551-DEPARTMENT OF AGRICULTURE,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,1673150.81,551,DEPARTMENT OF AGRICULTURE
2023,575-TEXAS DIVISION OF EMERGENCY MANAGEMENT,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,8525395.3,575,TEXAS DIVISION OF EMERGENCY MANAGEMENT
2023,576-TEXAS A&M FOREST SERVICE,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,57222.35,576,TEXAS A&M FOREST SERVICE
2023,580-TEXAS WATER DEVELOPMENT BOARD,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,898044,580,TEXAS WATER DEVELOPMENT BOARD
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,205512.81,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,6841602.08,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,2156078.85,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,3315943,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,701-TEXAS EDUCATION AGENCY,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,338282210.29,701,TEXAS EDUCATION AGENCY
2023,781-TX HIGHER EDUCATION COORDINATING BOARD,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,1413479.51,781,TX HIGHER EDUCATION COORDINATING BOARD
2023,802-PARKS & WILDLIFE DEPARTMENT,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,1893227.07,802,PARKS & WILDLIFE DEPARTMENT
2023,902-COMPTROLLER - STATE FISCAL,WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,5644530.29,902,COMPTROLLER - STATE FISCAL
2023,907-CPA-ST ENERGY CONS OFC (PART OF AGY 902),WILLIAMSON,INTERGOVERNMENTAL PAYMENTS,42010.59,907,CPA-ST ENERGY CONS OFC (PART OF AGY 902)
2023,362-TEXAS LOTTERY COMMISSION,WILLIAMSON,LOTTERY WINNINGS PAID,12483761.67,362,TEXAS LOTTERY COMMISSION
2023,101-SENATE,WILLIAMSON,TRAVEL,57523.78,101,SENATE
2023,102-HOUSE OF REPRESENTATIVES,WILLIAMSON,TRAVEL,127463.16,102,HOUSE OF REPRESENTATIVES
2023,103-TEXAS LEGISLATIVE COUNCIL,WILLIAMSON,TRAVEL,13677.41,103,TEXAS LEGISLATIVE COUNCIL
2023,104-LEGISLATIVE BUDGET BOARD,WILLIAMSON,TRAVEL,10510.12,104,LEGISLATIVE BUDGET BOARD
2023,116-SUNSET ADVISORY COMMISSION,WILLIAMSON,TRAVEL,2244.62,116,SUNSET ADVISORY COMMISSION
2023,201-SUPREME COURT,WILLIAMSON,TRAVEL,11981.45,201,SUPREME COURT
2023,212-OFFICE OF COURT ADMINISTRATION,WILLIAMSON,TRAVEL,16016.79,212,OFFICE OF COURT ADMINISTRATION
2023,213-OFFICE OF STATE PROSECUTING ATTORNEY,WILLIAMSON,TRAVEL,494.37,213,OFFICE OF STATE PROSECUTING ATTORNEY
2023,215-OFFICE OF CAPITAL AND FORENSIC WRITS,WILLIAMSON,TRAVEL,14822.07,215,OFFICE OF CAPITAL AND FORENSIC WRITS
2023,300-GOVERNOR - FISCAL,WILLIAMSON,TRAVEL,43304.26,300,GOVERNOR - FISCAL
2023,301-GOVERNOR - EXECUTIVE,WILLIAMSON,TRAVEL,19038,301,GOVERNOR - EXECUTIVE
2023,302-OFFICE OF THE ATTORNEY GENERAL,WILLIAMSON,TRAVEL,326271.8,302,OFFICE OF THE ATTORNEY GENERAL
2023,303-TEXAS FACILITIES COMMISSION,WILLIAMSON,TRAVEL,2658.53,303,TEXAS FACILITIES COMMISSION
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,WILLIAMSON,TRAVEL,109439.01,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,305-GENERAL LAND OFFICE,WILLIAMSON,TRAVEL,125354.78,305,GENERAL LAND OFFICE
2023,306-TX STATE LIBRARY AND ARCHIVES COMMISSION,WILLIAMSON,TRAVEL,7389.03,306,TX STATE LIBRARY AND ARCHIVES COMMISSION
2023,307-SECRETARY OF STATE,WILLIAMSON,TRAVEL,14877.48,307,SECRETARY OF STATE
2023,308-STATE AUDITOR'S OFFICE,WILLIAMSON,TRAVEL,34514.13,308,STATE AUDITOR'S OFFICE
2023,312-STATE SECURITIES BOARD,WILLIAMSON,TRAVEL,6652.75,312,STATE SECURITIES BOARD
2023,313-DEPARTMENT OF INFORMATION RESOURCES,WILLIAMSON,TRAVEL,56215.17,313,DEPARTMENT OF INFORMATION RESOURCES
2023,315-TEXAS PREPAID HIGHER ED TUITION BOARD,WILLIAMSON,TRAVEL,329.28,315,TEXAS PREPAID HIGHER ED TUITION BOARD
2023,320-TEXAS WORKFORCE COMMISSION,WILLIAMSON,TRAVEL,232818.68,320,TEXAS WORKFORCE COMMISSION
2023,323-TEACHER RETIREMENT SYSTEM OF TEXAS,WILLIAMSON,TRAVEL,109016.63,323,TEACHER RETIREMENT SYSTEM OF TEXAS
2023,326-TEXAS EMERGENCY SERVICES RETIREMENT SYS,WILLIAMSON,TRAVEL,535.56,326,TEXAS EMERGENCY SERVICES RETIREMENT SYS
2023,327-EMPLOYEES RETIREMENT SYSTEM OF TEXAS,WILLIAMSON,TRAVEL,36081.46,327,EMPLOYEES RETIREMENT SYSTEM OF TEXAS
2023,329-TEXAS REAL ESTATE COMMISSION,WILLIAMSON,TRAVEL,1202.24,329,TEXAS REAL ESTATE COMMISSION
2023,332-TX DEPT OF HOUSING & COMMUNITY AFFAIRS,WILLIAMSON,TRAVEL,52659.73,332,TX DEPT OF HOUSING & COMMUNITY AFFAIRS
2023,338-STATE PENSION REVIEW BOARD,WILLIAMSON,TRAVEL,651.39,338,STATE PENSION REVIEW BOARD
2023,347-TEXAS PUBLIC FINANCE AUTHORITY,WILLIAMSON,TRAVEL,1.3,347,TEXAS PUBLIC FINANCE AUTHORITY
2023,360-STATE OFFICE OF ADMINISTRATIVE HEARINGS,WILLIAMSON,TRAVEL,2041.67,360,STATE OFFICE OF ADMINISTRATIVE HEARINGS
2023,362-TEXAS LOTTERY COMMISSION,WILLIAMSON,TRAVEL,29344.14,362,TEXAS LOTTERY COMMISSION
2023,401-TEXAS MILITARY DEPARTMENT,WILLIAMSON,TRAVEL,130320.85,401,TEXAS MILITARY DEPARTMENT
2023,405-TEXAS DEPARTMENT OF PUBLIC SAFETY,WILLIAMSON,TRAVEL,1354898.83,405,TEXAS DEPARTMENT OF PUBLIC SAFETY
2023,407-TX COMMISSION ON LAW ENFORCEMENT,WILLIAMSON,TRAVEL,12713.41,407,TX COMMISSION ON LAW ENFORCEMENT
2023,409-COMMISSION ON JAIL STANDARDS,WILLIAMSON,TRAVEL,1818.35,409,COMMISSION ON JAIL STANDARDS
2023,411-TEXAS COMMISSION ON FIRE PROTECTION,WILLIAMSON,TRAVEL,12480.49,411,TEXAS COMMISSION ON FIRE PROTECTION
2023,448-OFFICE OF INJURED EMPLOYEE COUNSEL,WILLIAMSON,TRAVEL,73.27,448,OFFICE OF INJURED EMPLOYEE COUNSEL
2023,450-DEPARTMENT OF SAVINGS & MORTGAGE LENDING,WILLIAMSON,TRAVEL,17439.58,450,DEPARTMENT OF SAVINGS & MORTGAGE LENDING
2023,451-TEXAS DEPARTMENT OF BANKING,WILLIAMSON,TRAVEL,44916.04,451,TEXAS DEPARTMENT OF BANKING
2023,452-TEXAS DEPT OF LICENSING & REGULATION,WILLIAMSON,TRAVEL,115547.47,452,TEXAS DEPT OF LICENSING & REGULATION
2023,454-TEXAS DEPARTMENT OF INSURANCE,WILLIAMSON,TRAVEL,59313.76,454,TEXAS DEPARTMENT OF INSURANCE
2023,455-RAILROAD COMMISSION OF TEXAS,WILLIAMSON,TRAVEL,72556.83,455,RAILROAD COMMISSION OF TEXAS
2023,456-TEXAS STATE BOARD OF PLUMBING EXAMINERS,WILLIAMSON,TRAVEL,3792.11,456,TEXAS STATE BOARD OF PLUMBING EXAMINERS
2023,457-TEXAS STATE BOARD OF PUBLIC ACCOUNTANCY,WILLIAMSON,TRAVEL,3949.21,457,TEXAS STATE BOARD OF PUBLIC ACCOUNTANCY
2023,458-TEXAS ALCOHOLIC BEVERAGE COMMISSION,WILLIAMSON,TRAVEL,25907.56,458,TEXAS ALCOHOLIC BEVERAGE COMMISSION
2023,459-TEXAS BOARD OF ARCHITECTURAL EXAMINERS,WILLIAMSON,TRAVEL,1227.03,459,TEXAS BOARD OF ARCHITECTURAL EXAMINERS
2023,460-TX BD OF PROF ENGINEERS & LAND SURVEYORS,WILLIAMSON,TRAVEL,8948.35,460,TX BD OF PROF ENGINEERS & LAND SURVEYORS
2023,466-OFFICE OF CONSUMER CREDIT COMMISSION,WILLIAMSON,TRAVEL,6943.71,466,OFFICE OF CONSUMER CREDIT COMMISSION
2023,469-CREDIT UNION DEPARTMENT,WILLIAMSON,TRAVEL,5640.38,469,CREDIT UNION DEPARTMENT
2023,473-PUBLIC UTILITY COMMISSION OF TEXAS,WILLIAMSON,TRAVEL,15201.2,473,PUBLIC UTILITY COMMISSION OF TEXAS
2023,475-OFFICE OF PUBLIC UTILITY COUNSEL,WILLIAMSON,TRAVEL,297.21,475,OFFICE OF PUBLIC UTILITY COUNSEL
2023,476-TEXAS RACING COMMISSION,WILLIAMSON,TRAVEL,9201.82,476,TEXAS RACING COMMISSION
2023,477-COMM ON STATE EMERGENCY COMMUNICATIONS,WILLIAMSON,TRAVEL,8901.94,477,COMM ON STATE EMERGENCY COMMUNICATIONS
2023,479-STATE OFFICE OF RISK MANAGEMENT,WILLIAMSON,TRAVEL,8702.64,479,STATE OFFICE OF RISK MANAGEMENT
2023,503-TEXAS MEDICAL BOARD,WILLIAMSON,TRAVEL,1457.81,503,TEXAS MEDICAL BOARD
2023,504-STATE BOARD OF DENTAL EXAMINERS,WILLIAMSON,TRAVEL,729.36,504,STATE BOARD OF DENTAL EXAMINERS
2023,508-TEXAS BOARD OF CHIROPRACTIC EXAMINERS,WILLIAMSON,TRAVEL,5653.51,508,TEXAS BOARD OF CHIROPRACTIC EXAMINERS
2023,510-TX BEHAVIORAL HEALTH EXECUTIVE COUNCIL,WILLIAMSON,TRAVEL,2704.54,510,TX BEHAVIORAL HEALTH EXECUTIVE COUNCIL
2023,513-TEXAS FUNERAL SERVICE COMMISSION,WILLIAMSON,TRAVEL,84.6,513,TEXAS FUNERAL SERVICE COMMISSION
2023,514-TEXAS OPTOMETRY BOARD,WILLIAMSON,TRAVEL,636.86,514,TEXAS OPTOMETRY BOARD
2023,515-TEXAS STATE BOARD OF PHARMACY,WILLIAMSON,TRAVEL,2017.91,515,TEXAS STATE BOARD OF PHARMACY
2023,529-HEALTH AND HUMAN SERVICES COMMISSION,WILLIAMSON,TRAVEL,912881.71,529,HEALTH AND HUMAN SERVICES COMMISSION
2023,530-DEPT OF FAMILY & PROTECTIVE SERVICES,WILLIAMSON,TRAVEL,1480154.27,530,DEPT OF FAMILY & PROTECTIVE SERVICES
2023,537-DEPARTMENT OF STATE HEALTH SERVICES,WILLIAMSON,TRAVEL,329953.79,537,DEPARTMENT OF STATE HEALTH SERVICES
2023,542-CANCER PREVENTION & RESEARCH INST OF TX,WILLIAMSON,TRAVEL,4885.58,542,CANCER PREVENTION & RESEARCH INST OF TX
2023,551-DEPARTMENT OF AGRICULTURE,WILLIAMSON,TRAVEL,130504.69,551,DEPARTMENT OF AGRICULTURE
2023,554-TEXAS ANIMAL HEALTH COMMISSION,WILLIAMSON,TRAVEL,17042.28,554,TEXAS ANIMAL HEALTH COMMISSION
2023,555-TEXAS A&M AGRILIFE EXTENSION SERVICE,WILLIAMSON,TRAVEL,2018.84,555,TEXAS A&M AGRILIFE EXTENSION SERVICE
2023,575-TEXAS DIVISION OF EMERGENCY MANAGEMENT,WILLIAMSON,TRAVEL,12000.38,575,TEXAS DIVISION OF EMERGENCY MANAGEMENT
2023,580-TEXAS WATER DEVELOPMENT BOARD,WILLIAMSON,TRAVEL,43653.75,580,TEXAS WATER DEVELOPMENT BOARD
2023,582-TX COMMISSION ON ENVIRONMENTAL QUALITY,WILLIAMSON,TRAVEL,259812.4,582,TX COMMISSION ON ENVIRONMENTAL QUALITY
2023,592-STATE SOIL AND WATER CONSERVATION BOARD,WILLIAMSON,TRAVEL,9060.63,592,STATE SOIL AND WATER CONSERVATION BOARD
2023,601-TEXAS DEPARTMENT OF TRANSPORTATION,WILLIAMSON,TRAVEL,448358.13,601,TEXAS DEPARTMENT OF TRANSPORTATION
2023,608-TEXAS DEPARTMENT OF MOTOR VEHICLES,WILLIAMSON,TRAVEL,59420.51,608,TEXAS DEPARTMENT OF MOTOR VEHICLES
2023,644-TEXAS JUVENILE JUSTICE DEPARTMENT,WILLIAMSON,TRAVEL,107733.65,644,TEXAS JUVENILE JUSTICE DEPARTMENT
2023,696-TEXAS DEPARTMENT OF CRIMINAL JUSTICE,WILLIAMSON,TRAVEL,289461.5,696,TEXAS DEPARTMENT OF CRIMINAL JUSTICE
2023,706-TEXAS PERMANENT SCHOOL FUND CORPORATION,WILLIAMSON,TRAVEL,8525.78,706,TEXAS PERMANENT SCHOOL FUND CORPORATION
2023,709-TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER,WILLIAMSON,TRAVEL,15337.36,709,TX A&M UNIV SYSTEM HEALTH SCIENCE CENTER
2023,720-UNIVERSITY OF TEXAS SYSTEM,WILLIAMSON,TRAVEL,30197.86,720,UNIVERSITY OF TEXAS SYSTEM
2023,721-UNIVERSITY OF TEXAS AT AUSTIN,WILLIAMSON,TRAVEL,74611.17,721,UNIVERSITY OF TEXAS AT AUSTIN
2023,724-UNIVERSITY OF TEXAS AT EL PASO,WILLIAMSON,TRAVEL,1246.82,724,UNIVERSITY OF TEXAS AT EL PASO
2023,733-TEXAS TECH UNIVERSITY,WILLIAMSON,TRAVEL,8005.29,733,TEXAS TECH UNIVERSITY
2023,745-UT HEALTH SCIENCE CENTER AT SAN ANTONIO,WILLIAMSON,TRAVEL,210.91,745,UT HEALTH SCIENCE CENTER AT SAN ANTONIO
2023,754-TEXAS STATE UNIVERSITY,WILLIAMSON,TRAVEL,11194.95,754,TEXAS STATE UNIVERSITY
2023,763-UNIV OF NORTH TX HEALTH SCI CTR FT WORTH,WILLIAMSON,TRAVEL,236.46,763,UNIV OF NORTH TX HEALTH SCI CTR FT WORTH
2023,771-TX SCHOOL F/T BLIND & VISUALLY IMPAIRED,WILLIAMSON,TRAVEL,24691.16,771,TX SCHOOL F/T BLIND & VISUALLY IMPAIRED
2023,772-TEXAS SCHOOL FOR THE DEAF,WILLIAMSON,TRAVEL,10413.5,772,TEXAS SCHOOL FOR THE DEAF
2023,781-TX HIGHER EDUCATION COORDINATING BOARD,WILLIAMSON,TRAVEL,22368.06,781,TX HIGHER EDUCATION COORDINATING BOARD
2023,802-PARKS & WILDLIFE DEPARTMENT,WILLIAMSON,TRAVEL,129273.01,802,PARKS & WILDLIFE DEPARTMENT
2023,808-TEXAS HISTORICAL COMMISSION,WILLIAMSON,TRAVEL,33401.96,808,TEXAS HISTORICAL COMMISSION
2023,809-STATE PRESERVATION BOARD,WILLIAMSON,TRAVEL,713.01,809,STATE PRESERVATION BOARD
2023,907-CPA-ST ENERGY CONS OFC (PART OF AGY 902),WILLIAMSON,TRAVEL,12228.12,907,CPA-ST ENERGY CONS OFC (PART OF AGY 902)
2023,215-OFFICE OF CAPITAL AND FORENSIC WRITS,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,8200,215,OFFICE OF CAPITAL AND FORENSIC WRITS
2023,302-OFFICE OF THE ATTORNEY GENERAL,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,1035741.88,302,OFFICE OF THE ATTORNEY GENERAL
2023,303-TEXAS FACILITIES COMMISSION,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,8755,303,TEXAS FACILITIES COMMISSION
2023,304-COMPTROLLER OF PUBLIC ACCOUNTS,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,3912458.31,304,COMPTROLLER OF PUBLIC ACCOUNTS
2023,305-GENERAL LAND OFFICE,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,21485,305,GENERAL LAND OFFICE
2023,306-TX STATE LIBRARY AND ARCHIVES COMMISSION,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,1760,306,TX STATE LIBRARY AND ARCHIVES COMMISSION
2023,313-DEPARTMENT OF INFORMATION RESOURCES,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,199920.17,313,DEPARTMENT OF INFORMATION RESOURCES
2023,320-TEXAS WORKFORCE COMMISSION,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,2331446.05,320,TEXAS WORKFORCE COMMISSION
2023,323-TEACHER RETIREMENT SYSTEM OF TEXAS,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,2950,323,TEACHER RETIREMENT SYSTEM OF TEXAS
2023,327-EMPLOYEES RETIREMENT SYSTEM OF TEXAS,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,10480,327,EMPLOYEES RETIREMENT SYSTEM OF TEXAS
2023,329-TEXAS REAL ESTATE COMMISSION,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,3465,329,TEXAS REAL ESTATE COMMISSION
2023,364-HEALTH PROFESSIONS COUNCIL,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,690,364,HEALTH PROFESSIONS COUNCIL
2023,401-TEXAS MILITARY DEPARTMENT,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,65459.31,401,TEXAS MILITARY DEPARTMENT
2023,403-TEXAS VETERANS COMMISSION,WILLIAMSON,PROFESSIONAL SERVICE AND FEES,12510,403,TEXAS VETERANS COMMISSION
